pair_type,lang,primary_genre,topic_cluster,cosine_similarity,doc_id_1,doc_id_2,author_id_1,author_id_2,token_length_1,token_length_2,length_ratio,split_1,split_2,doc_type_1,doc_type_2,source_1,source_2,text_snippet_1,text_snippet_2
same_author_same_genre_same_topic,ko,social_media,6,0.550890493557077,mix_038048,mix_038049,68aa7d548e9498e0812bd582d6e16b5e2cb14dd3948dbdd890528aef8b8dfe2e,68aa7d548e9498e0812bd582d6e16b5e2cb14dd3948dbdd890528aef8b8dfe2e,168.0,175.0,1.0416666666666667,train,train,candidate,query,exorde,exorde,#숏컷 헤어스타일로 #파격 변신한 배우 클라라가 #건강미 넘치는 일상을 공유했다. 클라라는 6일 자신의 SNS에 “#November”라는 짧은 메시지와 함께 여러 장의 사진을 공개했다. https://shorter.me/of45E #헤어스타일 #클라라 #일상 #패션 #니트탑 #팬츠 #볼륨 #몸매 #S라인 #7m스포츠 #7m스코어,"글로벌 매체 ‘골닷컴‘은 6일 공식 SNS를 통해 ""엔드릭과 뉴발란스가 새로운 #시그니처 축구화를 런칭했다. 엔드릭이 돌아오는 11일 아탈란타와의 #UCL 경기에 실제로 착용할 것이다""라고 전했다. https://shorter.me/0N5tL #레알마드리드 #레알 #마드리드 #라리가 #엔드릭 #뉴발란스 #축구화"
same_author_same_genre_same_topic,ko,social_media,6,0.42542099126688715,mix_038526,mix_038525,9694a3eedb0385643cb5e0af5a305cb21253c889f76ecd95ac739def6ccfd1aa,9694a3eedb0385643cb5e0af5a305cb21253c889f76ecd95ac739def6ccfd1aa,139.0,108.0,1.287037037037037,train,train,candidate,query,exorde,exorde,코인베이스가 유럽 경제 지역 이용자를 위한 USDC 스테이킹 프로그램을 종료합니다. 이는 유럽연합의 암호자산 규제기본법(MiCA) 준수를 위한 조치입니다. 2024년 12월 30일까지 비MiCA 준수 스테이블코인에 대한 서비스 제한이 예정되어 있습니다. 더 자세한 내용은 블로그…,"리퀴드 스테이킹 플랫폼의 예치량이 33일 만에 23만 ETH 감소하여 현재 1385만 ETH에 이르렀습니다. 이는 약 8억 4400만 달러에 해당하며, DeFi 분야에서 리퀴드 스테이킹의 변화를 시사합니다. 자세한 내용을 확인하세요."
different_author_same_genre_same_topic,ko,social_media,6,0.3395690675567773,mix_039399,mix_037593,df5aea80a5a397d5f17de0384a5cfe81020ab4808d3add3854f18435e2f5c224,421e272206cbd4a7619206b64b832ad7f427871df33e514de0e5da96cd8f795b,132.0,109.0,1.2110091743119267,train,train,candidate,candidate,exorde,exorde,알리 본명 ‘용진’ 밝힌 이유 “콘서트 제목 진정성있게 날 보여주고파” 불후 윤석열 탄핵 정국 안정 좋은 세상 최선의 방식 방탄뷔_빙크로스비_세기의콜라보 레드스테이지 탄핵 부결 우리당 이지랄 법적 책임 조기퇴진,연애평가문제 매우 어려움 탄핵 가결 윤석열 탄핵 인피니트 아이돌 응원봉 직무정지 빼빼로 오픈런 시위 가시 비상계엄 조선시대 직업 영원한_소년들의_일곱번째_겨울
different_author_same_genre_same_topic,ko,social_media,6,0.23194988792403382,mix_039186,mix_037593,ccfb12062dfe787fb924eee323f89ddde26723eb866fb6d6513440e6d79fcf79,421e272206cbd4a7619206b64b832ad7f427871df33e514de0e5da96cd8f795b,139.0,109.0,1.275229357798165,train,train,candidate,candidate,exorde,exorde,"""오늘 10시 윤석열은 담화를 통해서 국민에게 항복을 선언. 국민의 승리. 이제 윤석열은 탄핵여부와 상관 없이 끝났기에 앞으로는 사법정의의 실현과 비상거국중립내각을 통한 질서있는 사태 수습과 윤석열 임기단 등이 가장 현실적인 대안.""",연애평가문제 매우 어려움 탄핵 가결 윤석열 탄핵 인피니트 아이돌 응원봉 직무정지 빼빼로 오픈런 시위 가시 비상계엄 조선시대 직업 영원한_소년들의_일곱번째_겨울
different_author_same_genre_same_topic,ko,social_media,6,0.23108049455593127,mix_036816,mix_037639,0348417cb56bfce71ab3ff9f496195ff3376b70942843a13d8e7164b284ed467,45b860ebc02e48cea19b41b4cdc9d027a3417224600ec718a90c4cb32f310d49,154.0,142.0,1.0845070422535212,train,train,candidate,candidate,exorde,exorde,"2024년 12월 7일, 미국 증권거래위원회(SEC)는 솔라나(Solana, SOL)의 현물 ETF 신청을 거부했습니다. 이 결정은 업계의 기대를 저버리는 결과로, SEC는 19b-4 규정에 따라 제출된 최소 두 건의 신청을 승인하지 않겠다고 밝혔습니다. 현재 SEC 의장인 게리 겐슬러의 규제 기조가 반영된 것으로","2-1. 이것은 DEX(Decentralized Exchange, 탈중앙화 거래소, UniSwap, PancakeSwap과 같은 LP[Liquidity Provision, 유동성 공급] 플랫폼들을 포함한) 거래량 차트입니다. 솔라나(Solana) DEX 거래량은 이더리움(Ethereum)과 이더리움 L2(Layer) 2 체인인 베이스(Base)보다 훨씬 더 높습니다."
same_author_same_genre_same_topic,ko,social_media,7,0.9719255458727936,mix_039463,mix_039464,e5724ea190d21ddd65ab7896e253be3d8d651a9e419be43debbfa5c86b6d1767,e5724ea190d21ddd65ab7896e253be3d8d651a9e419be43debbfa5c86b6d1767,152.0,157.0,1.0328947368421053,train,train,candidate,query,exorde,exorde,BOYNEXTDOOR TOUR ‘KNOCK ON Vol.1’ IN INCHEON 보이넥스트도어 보넥도 인천 콘서트 12.14 첫콘 VIP F1구역 1n열 티미포 80 (쿨거시에눌) 티베 가능 http://open.kakao.com/o/s2j3KNYg 보이넥스트도어 boynextdoor pc sell 성호 리우 명재현 태산 이한 운학 나이스가이 부관불 19.99 양도,BOYNEXTDOOR TOUR ‘KNOCK ON Vol.1’ IN INCHEON 보이넥스트도어 보넥도 인천 콘서트 12.14 첫콘 VIP F1구역 1n열 가격 제시 (티미포 100이상) 티베 가능 http://open.kakao.com/o/s2j3KNYg 보이넥스트도어 boynextdoor pc sell 성호 리우 명재현 태산 이한 운학 나이스가이 부관불 미공포 19.99 양도
same_author_same_genre_same_topic,ko,social_media,7,0.48896736804532526,mix_038104,mix_038105,6d5481e1e53b846081b04ec284e0f86069319c7f20e3ed2a512a2996a7d87f01,6d5481e1e53b846081b04ec284e0f86069319c7f20e3ed2a512a2996a7d87f01,118.0,131.0,1.1101694915254237,train,train,candidate,query,exorde,exorde,BOYNEXTDOOR TOUR ‘KNOCK ON Vol.1’ IN INCHEON concert 보이넥스트도어 보넥도 콘서트 양도 12/14 첫콘 317구역 K열 티포 50 계정대여 신분증대여 현장도움 아옮은 알아서 아옮실패시 환불 (이번에 본인확인 없어요),"2024 BOYNEXTDOOR TOUR 'KNOCK ON Vol.1' IN INCHEON 보이넥스트도어 보넥도 콘서트 양도 12/15 막콘 F6 10열 돌출 앞 실질 3열 멤버십 당첨 표 계정대여&현장도움 가능 모든 인증 가능, PayPal, 티켓베이 제시해주세요 wts 판매 플로어 VIP"
same_author_same_genre_same_topic,ko,social_media,7,0.4565412974868185,mix_037120,mix_037119,1a512c765d6b9a8cd19f0103c11b1161dd622649bcc99f1455931c987ccbadba,1a512c765d6b9a8cd19f0103c11b1161dd622649bcc99f1455931c987ccbadba,120.0,131.0,1.0916666666666666,train,train,candidate,query,exorde,exorde,BOYNEXTDOOR TOUR ‘KNOCK ON Vol.1’ IN INCHEON 보넥도 보이넥스트도어 콘서트 인스파이어 아레나 티켓 양도 12/15 막콘 416구역 D열 +20 모바일티켓 계정대여 해드립니다 만약 첫콘에서 본확했다하면 본확도움,BOYNEXTDOOR TOUR 'KNOCK ON Vol.1' IN INCHEON 보넥도 보이넥스트도어 콘서트 티켓 양도 DM 12월14일 (토) 첫콘 VIP석 F7구역 7열 1석 VIP석 F4 구역 3열 연석 일반석 415구역 2열 일반석313구역 3열 전문아옮업체
different_author_same_genre_same_topic,ko,social_media,7,0.8209845707285562,mix_037756,mix_037119,4f3e25bb08cf899c13c49d6af30052edf8f232f0353b4911140fbadf7081d0c4,1a512c765d6b9a8cd19f0103c11b1161dd622649bcc99f1455931c987ccbadba,122.0,131.0,1.0737704918032787,train,train,candidate,query,exorde,exorde,BOYNEXTDOOR TOUR 'KNOCK ON Vol.1' IN INCHEON 보넥도 보이넥스트도어 콘서트 티켓 양도 DM 12월14일(토) 첫콘 VIP석 F2구역 2열 연석 일반석 312구역 2열 일반석313구역 3열 전문아옮업체 / Global 문의: DM,BOYNEXTDOOR TOUR 'KNOCK ON Vol.1' IN INCHEON 보넥도 보이넥스트도어 콘서트 티켓 양도 DM 12월14일 (토) 첫콘 VIP석 F7구역 7열 1석 VIP석 F4 구역 3열 연석 일반석 415구역 2열 일반석313구역 3열 전문아옮업체
different_author_same_genre_same_topic,ko,social_media,7,0.7060010538390662,mix_037120,mix_038572,1a512c765d6b9a8cd19f0103c11b1161dd622649bcc99f1455931c987ccbadba,9bc8440780251e8c4e98a889a15a39e7da17fb0db9f9eaacd2188f1eab44ca7d,120.0,112.0,1.0714285714285714,train,train,candidate,query,exorde,exorde,BOYNEXTDOOR TOUR ‘KNOCK ON Vol.1’ IN INCHEON 보넥도 보이넥스트도어 콘서트 인스파이어 아레나 티켓 양도 12/15 막콘 416구역 D열 +20 모바일티켓 계정대여 해드립니다 만약 첫콘에서 본확했다하면 본확도움,BOYNEXTDOOR TOUR ‘KNOCK ON Vol.1’ IN INCHEON concert 보이넥스트도어 보넥도 콘서트 양도 12/14 첫콘 417구역 A열 2연석 - 일괄 120 12/15 막콘 414구역 L열 - 40 416구역 B열 - 65 417구역 D열 - 55 DM
different_author_same_genre_same_topic,ko,social_media,7,0.6496999634077923,mix_037686,mix_038105,4943d0e4fd7428575278a4b58543082f4858328ad237385b809deea9d1599750,6d5481e1e53b846081b04ec284e0f86069319c7f20e3ed2a512a2996a7d87f01,174.0,131.0,1.3282442748091603,test,train,query,query,exorde,exorde,BOYNEXTDOOR TOUR 'KNOCK ON Vol.1' IN INCHEON 보넥도 보이넥스트도어 콘서트 티켓 양도 12/15 (일) 막콘 318구역 H열 (시제석 아님) 티포 65 수수료 부담 시 티켓베이 가능 계정대여 및 신분증 대여 가능 현장도움 +5 보넥도 명재현 성호 리우 태산 이한 운학 뭣같아 플로어 3층 4층 교환 sell,"2024 BOYNEXTDOOR TOUR 'KNOCK ON Vol.1' IN INCHEON 보이넥스트도어 보넥도 콘서트 양도 12/15 막콘 F6 10열 돌출 앞 실질 3열 멤버십 당첨 표 계정대여&현장도움 가능 모든 인증 가능, PayPal, 티켓베이 제시해주세요 wts 판매 플로어 VIP"
same_author_same_genre_same_topic,en,news,0,0.23733829324408506,mix_016198,mix_016199,796de3057299b8f8b59ecc6b7bb80f1f77ae61b2b9a9e37cca219b8e43634bf9,796de3057299b8f8b59ecc6b7bb80f1f77ae61b2b9a9e37cca219b8e43634bf9,28.0,22.0,1.2727272727272727,train,train,candidate,query,babel_briefings,babel_briefings,"The actress-filmmaker speaks about the shift in focus on the career front and how John Abraham, as a co-star, has b","In a conversation with BT, the Bala actress opens up about her skin condition and shares her thoughts on beauty"
different_author_same_genre_same_topic,en,news,0,0.35171539429460597,mix_016302,mix_014980,83b456e1bfbc6a998ee06be40827ce36fe6851ce43865d1b2e5cdff55e5d2b53,19916c7d7a2b1cf9e99ad5969c5eb537ddb81be67f1e3eab95dc21ce0df062ea,22.0,35.0,1.5909090909090908,train,train,candidate,query,babel_briefings,babel_briefings,Sarah Harding has thanked her fans for their support following her cancer diagnosis and offered an update on her forthcoming book.,"Safiyya, 34, took to Instagram on Monday and shared a snap of herself looking down at her daughter as she thanked her social media followers for their support."
different_author_same_genre_same_topic,en,news,0,0.2855169505914539,mix_015030,mix_017690,1d4ecd8c247129a81b3f5f494c2d53054e527929386a38d77d83811d2d5d6d22,f22a1757b4969f495c1e3794f5afddc9d633e2a6cf1e1817e3502ccf442a7d65,56.0,48.0,1.1666666666666667,train,train,candidate,candidate,babel_briefings,babel_briefings,"Meghan, Duchess of Sussex has surprised the world as she makes her debut appearance on The Ellen DeGeneres Show. The royal has sat down with Ellen for a candid interview where she’s expected to touch on everything fro...","Evangeline Lilly opened up about the lengths she had to go to to keep her hair looking blonde in her new movie during an interview with People. The actress, 42, said she had to dye her hair every 10 days."
different_author_same_genre_same_topic,en,news,0,0.2426548112368645,mix_016302,mix_015989,83b456e1bfbc6a998ee06be40827ce36fe6851ce43865d1b2e5cdff55e5d2b53,68b7f1fa5d1ace138d739ba4155000558f97c63f0596eb98fcb867c0b94136fc,22.0,35.0,1.5909090909090908,train,train,candidate,query,babel_briefings,babel_briefings,Sarah Harding has thanked her fans for their support following her cancer diagnosis and offered an update on her forthcoming book.,Al Ahly coach Pitso Mosimane is following the proposed fight between musicians Big Zulu and King Monada and he has offered one of his trophies to the winner.
different_author_same_genre_same_topic,en,news,1,0.19816722290152144,mix_016980,mix_016036,baa9e9c6557def3fd4d0c8c6a1863d5fff6740dde1d7c209d216b86ef66a7f9a,6bdeb5a376cc484cde61ea25f6a4d6ddc964bf2a16e81fef24bad5e04367f32f,41.0,27.0,1.5185185185185186,train,train,candidate,query,babel_briefings,babel_briefings,"Nick Wheeler is sitting behind a desk wearing one of his company’s crisp white shirts, but below he could be wearing anything: Bermuda shorts, joggers or boxers. In fact, the chief executive of",A source told Glasgow Live that dozens of staff were forced to queue wearing only scrubs in 2 degree weather for over two hours.
different_author_same_genre_same_topic,en,news,1,0.18077814630409683,mix_016542,mix_015546,970d17d9463e3b229619299c56656ee11dadf230f7810c03f03bb1eba8902114,462e067a0ed54ca60cf06ee798239f209e36e115725f25d0084f450876f2140e,35.0,48.0,1.3714285714285714,train,train,query,query,babel_briefings,babel_briefings,"Wearing a thicker fabric mask over a surgical one may act like a double-filter and improve the fit of face coverings, University of California, San Francisco, scientists advise.","Could the mask -- already seen by many scientists as the most effective shield against Covid-19 -- have yet another benefit? Some researchers now believe that they expose wearers to smaller, less harmful doses of the ..."
different_author_same_genre_same_topic,en,news,1,0.17170668621670815,mix_016980,mix_016542,baa9e9c6557def3fd4d0c8c6a1863d5fff6740dde1d7c209d216b86ef66a7f9a,970d17d9463e3b229619299c56656ee11dadf230f7810c03f03bb1eba8902114,41.0,35.0,1.1714285714285715,train,train,candidate,query,babel_briefings,babel_briefings,"Nick Wheeler is sitting behind a desk wearing one of his company’s crisp white shirts, but below he could be wearing anything: Bermuda shorts, joggers or boxers. In fact, the chief executive of","Wearing a thicker fabric mask over a surgical one may act like a double-filter and improve the fit of face coverings, University of California, San Francisco, scientists advise."
same_author_same_genre_same_topic,en,news,2,0.24226411472570475,mix_014825,mix_014824,0da0f20a9d493159e9182eb5747b98ca2f09a05242ae03dd5b213a64d43c0d2d,0da0f20a9d493159e9182eb5747b98ca2f09a05242ae03dd5b213a64d43c0d2d,31.0,30.0,1.0333333333333334,train,train,candidate,query,babel_briefings,babel_briefings,"House prices are showing growth, while Perth's rental market could be heading for a crisis. REIWA's September update has all you need to know.",We know property prices have been falling - but there are some areas bucking the trend in super style. Here are Perth's top 10 performers.
same_author_same_genre_same_topic,en,news,2,0.11650968252147131,mix_017071,mix_017070,c0d8b7b43440d612a6f7cb82c02ed3df77805553ac47d55b4f0c31214666d0e7,c0d8b7b43440d612a6f7cb82c02ed3df77805553ac47d55b4f0c31214666d0e7,55.0,54.0,1.0185185185185186,train,train,candidate,query,babel_briefings,babel_briefings,"Prince Harry and Meghan Markle may have stepped down as royal family members and relocated to California, but that certainly doesn't stop them from making Prince Harry is now in the Saved By The Bell reboot and we don...","Yesterday was a historic day for the whole world, as Donald Trump left office and Joe Biden was officially sworn in as the 46th President of the United Lady Gaga and Mike Pence's interaction at Joe Biden's inauguratio..."
different_author_same_genre_same_topic,en,news,2,0.18521994403712538,mix_017549,mix_015336,e65f0a2088bb33d5af08330554fbd5c7976a4d552c7a5e00a945d918a6236de3,3482c9d236dd1bdccb0e081fbb780ba97850f23e8be4ffbcd61e65a498f671cf,43.0,58.0,1.3488372093023255,train,train,candidate,query,babel_briefings,babel_briefings,"What does the future hold for macOS? There are signs in Big Sur, and the move to Apple silicon will surely have an influence. Here's a look at how the Mac operating system can keep going and going.","Windows 10X was originally designed for dual-screen devices, such as the Surface Neo, Lenovo ThinkPad X1 Fold, and Intel prototypes. In 2020, Microsoft said that the plans have changed and the operating system will fi..."
different_author_same_genre_same_topic,en,news,2,0.17588626249150363,mix_017549,mix_015940,e65f0a2088bb33d5af08330554fbd5c7976a4d552c7a5e00a945d918a6236de3,64c41cd61d2a4809fb635a508aa3fc94e15a6e7800e78f1eeb47aac70eee133e,43.0,31.0,1.3870967741935485,train,train,candidate,query,babel_briefings,babel_briefings,"What does the future hold for macOS? There are signs in Big Sur, and the move to Apple silicon will surely have an influence. Here's a look at how the Mac operating system can keep going and going.","Sydney Opera House has become the latest to mandate mask wearing – but even with safety measures in place, going to the theatre carries ‘an incredible risk’"
different_author_same_genre_same_topic,en,news,2,0.17474515392526413,mix_017071,mix_017549,c0d8b7b43440d612a6f7cb82c02ed3df77805553ac47d55b4f0c31214666d0e7,e65f0a2088bb33d5af08330554fbd5c7976a4d552c7a5e00a945d918a6236de3,55.0,43.0,1.2790697674418605,train,train,candidate,candidate,babel_briefings,babel_briefings,"Prince Harry and Meghan Markle may have stepped down as royal family members and relocated to California, but that certainly doesn't stop them from making Prince Harry is now in the Saved By The Bell reboot and we don...","What does the future hold for macOS? There are signs in Big Sur, and the move to Apple silicon will surely have an influence. Here's a look at how the Mac operating system can keep going and going."
same_author_same_genre_same_topic,en,news,3,0.1122587987562138,mix_016525,mix_016524,960283a72b2775e4274d5a206d5359a09c3dbd9ec78210d9f8c1081434cf2fa3,960283a72b2775e4274d5a206d5359a09c3dbd9ec78210d9f8c1081434cf2fa3,32.0,32.0,1.0,train,train,candidate,query,babel_briefings,babel_briefings,"The are still unbeaten under their new manager but they have only scored 15 goals in the German's 12 matches in charge, raising questions about their forwards",France midfielder Paul Pogba has turned down Manchester United's offer to discuss new terms and saw a potential move to Paris Saint-Germain fail to materialise
different_author_same_genre_same_topic,en,news,3,0.36916198640448106,mix_014762,mix_014856,087a18b2e167a760edc858c632933de8ba1286634e31b579d331e7d8b638a009,1031a8a0c241f678e5ec261f93d890d9465ff5fc6a477503d9a47859fc780191,23.0,33.0,1.434782608695652,train,train,candidate,query,babel_briefings,babel_briefings,NHS emergency wards are seeing parents bringing their children with mild illnesses because they are unused to seeing their children sick.,SAGE member Professor Russell Viner has urged parents to ensure their children are up to date with their MMR jabs and said he is far less worried about coronavirus
different_author_same_genre_same_topic,en,news,3,0.21863098468814657,mix_016818,mix_017678,ac97fced5fca958650468f16a76bcd2f247c22644a10874080d43498db8dd505,f17967acc1a607a7297a2fc76cf0bf70075ce1adf005f81659bd8f2bc462eef4,33.0,24.0,1.375,train,train,candidate,query,babel_briefings,babel_briefings,"Princess Mary has shared candid snaps of her family from their summer holiday in Denmark, offering a glimpse at how the royal family spend their downtime during the summer break.","They quickly rose to fame following the success of their Netflix reality series Selling Sunset, which wrapped its third season last summer."
different_author_same_genre_same_topic,en,news,3,0.18911116847012,mix_017795,mix_015952,fd779bf317f837fa6636c01a6aa79bee73829cb1aeaa8e36137e6ea6a60b1126,65e5fc9e4fe3ce4476dc7c260a68b5f03e0dc5041e73ae783c303711f5e4046e,30.0,37.0,1.2333333333333334,train,train,candidate,candidate,babel_briefings,babel_briefings,"Chinese technology stocks rebounded Thursday from a record low, following their American peers higher amid signs of renewed interest in one of China’s biggest tech names.","Saudi Aramco’s annual dividend of $75 billion is already the world’s biggest, but the oil producer may have to raise it to follow peers, according to Bank of America."
same_author_same_genre_same_topic,en,news,4,0.3731357674159703,mix_015898,mix_015897,61d86f38801ef0f9cfd5c2dc9c78d5565da43676466663a7331d92d687941198,61d86f38801ef0f9cfd5c2dc9c78d5565da43676466663a7331d92d687941198,36.0,33.0,1.0909090909090908,train,train,candidate,query,babel_briefings,babel_briefings,The Miami Heat open their 2020-22 preseason on Monday against the Pelicans. I am very curious to see one thing in particular as they start. The Miami Heat ...,"The Miami Heat are in the thick of a playoff hunt at the moment, but the offseason is approaching. Will Donovan Mitchell be made available by Utah? The Mia..."
same_author_same_genre_same_topic,en,news,4,0.32609352755711907,mix_017720,mix_017719,f566ca945013b694a086028932abd43823da992f4414912f785974cbf5eb40a6,f566ca945013b694a086028932abd43823da992f4414912f785974cbf5eb40a6,55.0,45.0,1.2222222222222223,train,train,candidate,query,babel_briefings,babel_briefings,Warner Bros. Pictures provided ComingSoon.net with the chance to chat with the director of the highly-anticipated Mortal Kombat movie! We took the opportunity to ask Simon McQuoid -who makes his feature debut- about w...,Warner Bros. Pictures and New Line Cinema have released the first 7-minutes of Mortal Kombat online! It features Hiroyuki Sanada's Scorpion vs Joe Taslim's Sub-Zero.
same_author_same_genre_same_topic,en,news,4,0.28126614106798975,mix_015100,mix_015101,22bd25dcf06bca5e110434b62fc5d5fdd7a52be09cf01c01eed542601e38710d,22bd25dcf06bca5e110434b62fc5d5fdd7a52be09cf01c01eed542601e38710d,64.0,50.0,1.28,train,train,candidate,query,babel_briefings,babel_briefings,"ADVERTISEMENT Dangote Group has emerged the Most Valuable Brand in 2020 in Nigeria for the third consecutive time of this year’s Annual Brand Evaluation, ‘TOP 50 BRANDS NIGERIA’. A summary of the 2020 report of the To...","ADVERTISEMENT Burna Boy, Davido and Wizkid are the three main musicians carrying Nigerian Music on their shoulders and exporting good music overseas to the global market. The three have been at each others neck for ye..."
different_author_same_genre_same_topic,en,news,4,0.33969661786230687,mix_017056,mix_017002,c04476754ce038cb29bd66f406792e3b3abb43a27bca5cc6b72bd1253af6a194,bbb70a6a536352d61c345a3b3b34b87296f035c745db50d7d3c5e05e39e6376b,24.0,19.0,1.263157894736842,train,train,candidate,query,babel_briefings,babel_briefings,Minnesota health officials are investigating recent cases of Legionnaires' disease that have been linked to a hotel in Albert Lea.,"Another 564 COVID-19 cases have been recorded in B.C., health officials announced Thursday."
different_author_same_genre_same_topic,en,news,4,0.29171700744127294,mix_017231,mix_017002,ccfcbece153b055d3f4f6399914e70cc97bfe5b9439d7638477814a651ded050,bbb70a6a536352d61c345a3b3b34b87296f035c745db50d7d3c5e05e39e6376b,27.0,19.0,1.4210526315789473,train,train,candidate,query,babel_briefings,babel_briefings,Ottawa Public Health says another 46 people in the city have tested positive for COVID-19 and one more person has died.,"Another 564 COVID-19 cases have been recorded in B.C., health officials announced Thursday."
different_author_same_genre_same_topic,en,news,4,0.2743863630154635,mix_015988,mix_015853,68b7f1fa5d1ace138d739ba4155000558f97c63f0596eb98fcb867c0b94136fc,5dc845d591ee6c5483c8a1f539399abde259a8d6c2d3710de9b15993eaf842ef,37.0,37.0,1.0,train,train,candidate,query,babel_briefings,babel_briefings,Mzansi social media users are shocked to see an R1 million luxury car split in half as it was involved in a very serious accident. It's now being sold in parts.,"Read “Lakers' Ben McLemore Involved In Serious Car Wreck After Win Over Warriors, Photos Released (PICS) ” and other NBA articles from Total Pro Sports."
same_author_same_genre_same_topic,en,news,5,0.9637662020205602,mix_017593,mix_017592,e9905741600e2bd98c8fc3ed4a87f8a729dffd6e3c837ecd87a108421f79ceaa,e9905741600e2bd98c8fc3ed4a87f8a729dffd6e3c837ecd87a108421f79ceaa,30.0,32.0,1.0666666666666667,dev,dev,candidate,query,babel_briefings,babel_briefings,"By kawarthaNOW. Updates unavailable for Peterborough, Kawartha Lakes, Northumberland, Haliburton, and Hastings Prince Edward.","By kawarthaNOW. Updates unavailable on weekends for Peterborough, Kawartha Lakes, Northumberland, Haliburton, and Hastings Prince Edward."
same_author_same_genre_same_topic,en,news,5,0.4461957262257892,mix_016763,mix_016764,a7db65d001995925c923d932ce5fe1229d05a5baeab78e2394356012ee8d6f26,a7db65d001995925c923d932ce5fe1229d05a5baeab78e2394356012ee8d6f26,60.0,66.0,1.1,train,train,candidate,query,babel_briefings,babel_briefings,"Hyundai recently announced the name of their upcoming 7-seater SUV. The all-new SUV will known as Alacazar and will make it global debut soon. Hyundai Alcazar when launched, will compete with cars like MG Hector Plus,...","Renault India had recently launched their sub-4 meter compact SUV Kiger in the market. The all-new Renault Kiger competes with cars like Nissan Magnite, Hyundai Venue, Maruti Brezza, Kia Sonet, Tata Nexon, Mahindra XU..."
same_author_same_genre_same_topic,en,news,5,0.418053603780868,mix_016572,mix_016573,98b520707c9bea49c7bd94952583b1cfc18430994651306d7deaad5f6413739d,98b520707c9bea49c7bd94952583b1cfc18430994651306d7deaad5f6413739d,43.0,43.0,1.0,test,test,candidate,query,babel_briefings,babel_briefings,"Pune, June 21, 2021 (GLOBE NEWSWIRE) -- Global Family Entertainment Centers Market 2021-2027: The global “Family Entertainment Centers Market”......","Pune, Nov. 17, 2021 (GLOBE NEWSWIRE) -- Global Chemical Logistics Market Outlook To 2026: The global Chemical Logistics market size is projected to..."
different_author_same_genre_same_topic,en,news,5,0.4099458381192719,mix_015335,mix_014995,3482c9d236dd1bdccb0e081fbb780ba97850f23e8be4ffbcd61e65a498f671cf,1b38b5601947c1b473643c95014b7677215998b2ef84879cc58e9e319e106116,33.0,44.0,1.3333333333333333,train,train,candidate,candidate,babel_briefings,babel_briefings,Microsoft will soon reveal their next generation of Windows at an upcoming press event later this month. Here is what we know so far about Microsoft's new version of Windows.,"Microsoft Azure hybrid and multi-cloud solutions in the spotlight at Microsoft Build 2020 include Azure Arc updates, the Azure Certified Device Program, a public preview of Azure Communication Services, the next-gener..."
different_author_same_genre_same_topic,en,news,5,0.2917581553783136,mix_017487,mix_017792,e181797dede827d8bf65be69f71acd31e24653e2563b0a62ec44cbe126b893a2,fd7334cd9502e84fa97399d078cb2094d17fb7ed10c7720389ba8b7a329ecc4a,37.0,36.0,1.0277777777777777,train,train,candidate,candidate,babel_briefings,babel_briefings,"Amazon on Wednesday announced Build It, a Kickstarter-like program that lets you preorder potential products that the company will only build if it gets enough support within 30 days. Three days later…","Atlassian announced that it has acquired ThinkTilt, an Australia-based company that is the maker of ProForma, a no-code/low code form builder for Jira."
different_author_same_genre_same_topic,en,news,5,0.288264657297551,mix_015221,mix_017792,2c2bc6fbd0b8623511530b9d5b798c71b93e740c7c31312d65c9ebd1af747147,fd7334cd9502e84fa97399d078cb2094d17fb7ed10c7720389ba8b7a329ecc4a,23.0,36.0,1.565217391304348,train,train,candidate,candidate,babel_briefings,babel_briefings,The gaming arm of the renown audio device company has announced new aesthetics for its GSP 600 wired headsets.,"Atlassian announced that it has acquired ThinkTilt, an Australia-based company that is the maker of ProForma, a no-code/low code form builder for Jira."
different_author_same_genre_same_topic,en,news,6,0.17283945584590765,mix_015578,mix_014996,483a9ed09c2375f858bed559004788d53bb1cce23af1a78dd2f8f065ffb3a995,1b38b5601947c1b473643c95014b7677215998b2ef84879cc58e9e319e106116,23.0,33.0,1.434782608695652,train,train,candidate,query,babel_briefings,babel_briefings,The Phoenix Suns scored a season-high 44 points in the third quarter of a strong win over the Washington Wizards.,"Google Cloud revenue jumped 45 percent in the third quarter to $3.44 billion, putting it on track for a $13.77 billion annual revenue run rate"
different_author_same_genre_same_topic,en,news,6,0.15935845553726935,mix_017598,mix_017794,ea07dde46ed65e6d06339606592fd325f20359cf52eb17518f9b8ba3098477fe,fd779bf317f837fa6636c01a6aa79bee73829cb1aeaa8e36137e6ea6a60b1126,54.0,45.0,1.2,train,train,query,query,babel_briefings,babel_briefings,The ASX 200 climbed higher on Tuesday but these two high-profile ASX 200 shares decisively outperformed the index. We take a closer look.The post These 2 exciting ASX 200 shares soared higher today appeared first on M...,47 of 48 analysts recommend buy and 1 has a hold rating — a ratio of 98% that’s the highest since June 2004. SBI posted a record profit in the latest quarter that beat estimates.
